1960,1,4,1,1,1,3,7,1,3,8,1,2,1,1,1,1,1,1,11,3,5,1,1,1,6,1,3,1,23,1,1,1,1,1,1,1,3,1,12,3,2,2,25,39,2,2,1,14,4,1,9,26,2,1,1,6,9,3,1,1,1,1,3,1,1,1,5,1,3,3,3,2,1,5,1,9,1,5,1,1,1,6,1,7,1,2,7,1,4,3,1,2,9,3,1,1,1,2,1,1,1,2,1,1,2,1,5,2,1,1,2,3,2,2,1,2,1,3,1,1,2,1,1,3,1,2,1,2,1,1,5,1,1,1,1,4,2,1,1,1,1,2,1,1,1,1,2,2,1,2,3,1,1,11,1,1,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,1,5,1,5,1,1,1,1,9,4,3,28,9,23,1,5,1,1,21,2,1,1,1,1,1,10,2,2,13,6,7,2,3,1,3,1,6,4,4,1,2,1,1,5,1,2,11,8,32,1,2,1,3,10,1,2,1,3,7,2,2,2,4,2,5,5,10,2,1,4,2,3,1,2,4,2,2,4,2,4,3,1,1,1,3,4,2,1,1,4,1,1,1,3,3,2,1,1,3,1,9,6,1,3,2,1,2,7,1,1,2,1,1,1,1,2,1,1,1,1,2,4,4,3,2,1,1,6,5,6,4,1,1,4,1,4,3,1,1,6,1,1,7,2,2,1,2,1,13,3,1,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,7,3,1,1,2,1,2,1,1,1,4,9,1,3,1,5,2,1,8,2,11,1,1,1,1,11,2,1,1,15,7,2,1,1,12,4,5,7,11,2,9,7,3,1,1,9,5,13,8,21,4,4,3,6,3,5,2,5,1,6,9,1,2,1,3,8,17,4,7,3,3,3,2,4,6,1,2,1,1,1,1,1,1,3,3,1,5,1,3,1,1,4,2,3,6,1,3,2,4,1,1,2,1,1,2,1,1,8,1,1,2,3,2,3,1,1,2,1,2,1,1,1,2,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,1,2,1,1,1,9,4,1,4,2,3,14,1,8,2,1,8,2,1,1,1,1,4,5,4,16,1,1,2,6,3,10,21,2,1,1,2,2,3,5,1,1,3,1,8,1,1,1,2,10,1,3,3,1,2,1,2,4,4,2,8,6,5,1,2,2,3,1,1,1,2,1,2,4,2,1,2,4,1,1,2,4,2,2,4,7,1,2,1,1,3,2,1,1,1,1,2,2,2,1,1,3,3,1,1,1,1,2,1,3,2,1,1,2,1,1,2,3,1,1,3,5,1,1,2,1,1,1,1,2,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,3,7,1,8,5,2,1,1,1,1,1,1,1,3,1,1,5,2,4,9,1,1,1,6,2,1,19,1,1,1,1,1,11,18,2,10,3,13,10,1,3,3,8,28,1,12,1,15,4,1,2,1,5,5,1,2,1,1,3,1,9,2,7,8,8,2,2,10,4,1,7,2,4,9,12,2,1,2,1,1,6,1,2,1,2,1,1,6,1,1,3,1,3,1,1,1,1,1,1,2,1,3,3,1,1,1,3,2,1,1,1,1,1,5,1,13,1,1,1,2,8,3,11,5,5,2,5,1,1,1,1,3,1,2,6,1,5,9,1,1,1,1,2,1,4,2,3,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,1,1,1,11,4,1,2,10,14,4,2,1,20,1,1,1,2,1,1,2,6,1,1,7,11,6,1,47,6,1,6,1,2,1,7,1,3,1,1,3,14,10,4,1,28,4,1,3,9,2,14,6,4,2,1,5,3,8,24,34,1,1,1,1,2,1,7,5,3,4,8,1,5,5,1,4,3,3,1,3,2,1,4,1,5,3,1,4,8,1,2,1,3,1,1,3,2,1,1,2,1,3,2,1,3,3,1,1,3,1,4,1,1,1,3,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,9,6,3,1,2,4,1,1,5,1,1,1,1,1,7,1,1,2,11,4,3,1,4,4,1,3,3,1,6,7,1,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,1,2,5,6,1,4,1,3,1,1,3,1,1,1,2,1,3,3,1,1,1,1,4,1,2,13,4,1,4,1,3,8,4,2,3,3,1,1,1,1,5,11,1,1,2,1,5,2,4,1,1,1,5,2,17,1,2,2,5,6,2,1,1,6,4,2,7,3,3,4,3,4,5,1,10,1,1,3,2,2,2,2,1,1,2,1,3,2,3,3,4,1,15,1,1,4,1,1,1,2,2,1,2,3,2,1,1,5,1,6,1,1,2,1,1,6,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,21,1,4,4,12,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,27,4,2,1,2,3,2,1,2,11,5,1,3,2,2,1,5,1,1,1,2,3,23,2,2,9,1,1,3,41,1,2,10,1,21,15,1,2,1,3,1,13,4,2,1,1,1,2,5,1,1,5,1,1,3,1,1,2,2,1,6,5,1,3,1,2,1,6,5,6,9,12,15,1,2,13,15,1,1,2,2,2,1,3,1,1,1,4,2,7,1,3,6,2,2,2,3,1,2,2,1,1,1,1,1,1,6,2,4,3,4,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,57,4,2,1,1,1,1,1,3,20,1,1,7,1,1,2,3,1,1,5,1,7,1,14,2,1,1,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,1,2,4,2,1,1,3,2,1,3,1,6,1,1,1,6,19,4,6,8,12,4,1,3,5,13,1,2,1,1,1,4,1,4,1,1,1,2,13,2,38,3,2,1,1,2,1,3,5,3,1,2,1,2,3,1,1,1,3,1,4,3,6,2,6,1,5,1,2,2,1,13,2,10,8,6,2,2,3,3,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,6,1,1,1,1,5,2,1,3,3,4,1,3,5,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,1,2,9,1,4,1,7,1,1,3,1,2,1,2,1,3,5,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,1,2,1,1,1,4,3,5,2,1,1,1,3,1,8,1,7,1,5,10,2,1,2,5,1,1,1,2,7,10,8,6,1,2,1,2,6,4,6,1,1,1,1,1,2,4,1,1,1,5,2,4,1,1,1,1,2,1,3,1,1,1,2,2,1,7,5,9,7,9,18,1,1,1,11,2,1,2,6,1,2,3,2,3,1,1,1,1,5,8,6,1,1,1,2,2,1,2,7,4,1,2,1,1,2,11,7,6,2,1,3,1,4,1,2,1,1,2,1,1,2,3,2,2,2,1,3,1,1,3,1,6,1,1,1,2,2,2,1,1,2,1,1,3,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,2,1,1,1,2,5,7,1,1,7,2,1,2,1,1,1,3,2,1,1,18,1,2,2,7,7,15,7,1,8,7,1,10,1,9,9,3,8,2,6,6,4,9,2,2,1,2,5,2,1,1,1,1,7,1,1,3,15,11,2,2,6,11,4,1,5,1,2,3,4,1,1,1,1,2,3,2,2,1,3,4,1,3,3,1,4,1,1,1,1,2,2,7,1,3,1,1,4,1,1,1,2,1,2,1,2,2,1,1,3,2,1,2,1,1,2,2,2,1,2,1,3,1,1,3,4,2,9,2,5,3,1,8,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,5,1,1,3,1,6,3,3,4,2,1,1,7,1,4,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,1,1,1,9,1,1,3,4,7,4,7,10,2,2,10,5,11,7,1,1,1,2,8,2,1,3,10,4,1,2,1,4,3,1,15,3,2,11,14,1,9,2,2,1,2,12,1,12,2,13,4,6,6,6,1,2,3,11,1,1,11,8,1,4,18,2,6,4,12,8,7,4,2,4,14,2,5,1,5,2,6,7,8,2,2,5,5,2,5,1,1,1,1,3,1,7,1,5,1,1,3,2,1,5,4,3,1,3,6,8,1,3,1,2,2,2,4,1,3,1,2,3,1,2,4,3,6,4,1,1,1,1,3,2,1,1,4,1,2,2,1,1,2,1,3,3,1,1,17,1,1,1,3,3,1,1,1,21,1,2,1,1,1,1,1,4,1,5,2,1,1,1,5,2,3,2,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,1,2,1,7,3,1,1,10,4,1,2,2,1,1,2,9,1,1,1,1,2,2,1,4,1,10,1,1,2,1,1,9,6,2,2,4,6,7,1,2,7,3,1,1,5,6,2,21,2,2,1,1,2,2,10,1,2,2,1,2,1,15,1,4,2,7,9,2,1,3,1,1,5,1,3,2,21,4,1,3,1,1,1,2,1,2,3,2,2,2,4,1,6,4,2,2,3,9,3,6,1,7,1,5,1,6,3,1,7,3,6,1,3,1,1,1,1,1,3,2,7,1,1,8,1,2,2,6,6,2,1,1,1,8,1,2,1,1,1,4,1,1,1,1,3,1,2,6,1,2,1,1,4,1,2,1,3,1,1,1,1,1,4,1,1,2,3,1,1,1,1,2,6,2,6,5,1,10,1,12,1,13,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,1,7,13,2,1,4,2,3,1,1,1,1,1,2,3,12,2,2,14,1,10,5,6,1,1,1,1,6,3,2,2,1,1,2,1,3,2,1,4,3,1,2,33,19,12,4,2,5,9,5,10,2,1,7,8,1,14,22,1,1,2,15,11,1,1,1,1,7,1,1,7,9,8,9,2,79,4,1,1,1,14,16,20,2,1,3,10,3,3,16,3,14,3,4,1,4,1,16,4,1,4,2,6,1,12,1,3,1,1,1,1,1,1,3,1,1,1,1,2,3,2,4,2,1,1,4,2,1,1,1,1,1,1,6,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,3,2,1,1,1,2,2,2,1,2,1,2,2,2,5,1,2,6,17,3,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,18,1,3,1,5,1,20,2,7,1,11,9,4,9,1,2,1,1,5,7,2
1974,2,1,2,3,2,11,2,2,2,1,2,2,1,6,1,1,2,1,3,1,1,12,1,2,3,5,21,134,1,1,7,1,2,1,2,6,15,1,2,1,6,12,14,1,2,1,1,2,1,2,3,1,1,2,2,1,5,1,6,5,12,16,10,7,2,3,2,1,7,5,1,1,2,3,1,3,6,2,1,6,4,3,3,6,2,1,7,15,26,11,3,2,3,3,2,2,1,6,14,5,3,1,2,1,4,4,3,6,2,1,9,2,3,1,1,1,1,3,2,1,2,3,2,3,5,1,2,3,2,1,6,3,6,2,1,1,2,3,1,2,4,1,1,3,1,4,1,1,1,2,1,1,1,1,2,1,17,16,1,1,1,2,1,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,1,40,3,2,1,1,3,1,5,2,2,7,9,6,1,1,4,10,10,1,1,1,1,4,6,1,6,12,4,2,1,6,3,2,1,2,4,1,1,1,11,2,4,7,3,2,5,14,13,5,1,3,3,7,20,2,4,1,2,1,5,6,1,1,1,8,1,1,3,1,6,4,7,1,3,3,2,2,1,5,1,1,1,1,1,3,9,5,5,4,1,3,2,2,1,1,4,4,1,1,1,2,22,10,5,1,1,2,1,14,1,3,4,1,1,1,1,1,1,2,1,3,1,10,1,1,1,1,1,1,3,2,1,1,3,3,1,2,1,1,2,1,1,1,4,1,6,2,1,1,2,2,1,3,1,1,3,3,1,1,1,1,2,1,1,1,1,5,1,1,1,18,1,1,3,1,4,5,1,5,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,4,1,3,1,3,8,11,8,1,6,3,1,1,3,25,8,39,13,1,19,1,1,1,16,12,1,1,3,1,1,6,17,8,20,2,3,1,5,5,1,1,1,1,2,1,2,1,3,2,5,1,6,3,8,6,3,1,5,6,1,17,1,7,4,14,5,4,1,10,1,2,2,26,12,14,4,4,1,4,1,1,1,3,5,1,3,2,4,4,5,3,3,3,1,2,2,2,1,1,5,3,1,3,1,2,2,1,1,1,1,1,6,5,2,2,1,1,2,1,1,4,2,2,6,1,4,1,1,1,2,1,2,1,8,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,1,2,1,14,1,8,1,5,1,7,2,4,1,1,2,3,1,1,13,1,7,13,18,1,1,2,2,2,1,2,9,10,2,1,1,1,8,2,3,3,28,10,3,3,3,2,3,2,6,9,16,7,25,5,4,1,1,4,1,2,5,1,3,5,1,2,6,1,2,1,2,2,4,4,5,1,2,2,3,3,3,10,1,1,2,1,1,1,1,1,3,1,2,24,1,2,4,5,1,2,3,3,7,2,7,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,7,2,2,1,1,2,13,1,1,1,3,1,4,5,1,2,1,2,4,1,1,3,2,2,10,7,1,1,1,1,3,1,1,1,1,3,3,2,6,2,13,1,2,1,2,1,1,3,2,1,1,2,1,1,9,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
